Song,Artist,ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,danceability.1,energy.1,key.1,loudness.1,mode.1,speechiness.1,acousticness.1,instrumentalness.1,liveness.1,valence.1,tempo.1,type.1,id.1,uri.1,track_href.1,analysis_url.1,duration_ms.1,time_signature.1,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Pluto To Mars,Lil Uzi Vert,0WCJSIy75ZVxqY51ce0enc,0.807,0.627,11,-6.829,1,0.0771,0.0225,0.0,0.0904,0.761,122.963,audio_features,0WCJSIy75ZVxqY51ce0enc,spotify:track:0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/tracks/0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/audio-analysis/0WCJSIy75ZVxqY51ce0enc,246497,4,0.807,0.627,11,-6.829,1,0.0771,0.0225,0.0,0.0904,0.761,122.963,audio_features,0WCJSIy75ZVxqY51ce0enc,spotify:track:0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/tracks/0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/audio-analysis/0WCJSIy75ZVxqY51ce0enc,246497,4,0.807,0.627,11,-6.829,1,0.0771,0.0225,0.0,0.0904,0.761,122.963,audio_features,0WCJSIy75ZVxqY51ce0enc,spotify:track:0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/tracks/0WCJSIy75ZVxqY51ce0enc,https://api.spotify.com/v1/audio-analysis/0WCJSIy75ZVxqY51ce0enc,246497,4
Bye,Peso Pluma,2VzCjpKvPB1l1tqLndtAQa,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4
"Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,5AqiaZwhmC6dIbgWrD5SzV,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,audio_features,5AqiaZwhmC6dIbgWrD5SzV,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660,3,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,audio_features,5AqiaZwhmC6dIbgWrD5SzV,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660,3,0.854,0.668,5,-7.848,0,0.0466,0.264,5.61e-05,0.117,0.805,132.966,audio_features,5AqiaZwhmC6dIbgWrD5SzV,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/tracks/5AqiaZwhmC6dIbgWrD5SzV,https://api.spotify.com/v1/audio-analysis/5AqiaZwhmC6dIbgWrD5SzV,187660,3
Peaches & Eggplants,Young Nudy Featuring 21 Savage,2KcQ0PbPj0O3P48B9YX7iN,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,2KcQ0PbPj0O3P48B9YX7iN,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,2KcQ0PbPj0O3P48B9YX7iN,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4,0.911,0.536,4,-7.884,0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,2KcQ0PbPj0O3P48B9YX7iN,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/tracks/2KcQ0PbPj0O3P48B9YX7iN,https://api.spotify.com/v1/audio-analysis/2KcQ0PbPj0O3P48B9YX7iN,203813,4
Your Heart Or Mine,Jon Pardi,7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,audio_features,7ETjhPaIU4UmHOiimJBZz9,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,audio_features,7ETjhPaIU4UmHOiimJBZz9,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,audio_features,7ETjhPaIU4UmHOiimJBZz9,spotify:track:7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/tracks/7ETjhPaIU4UmHOiimJBZz9,https://api.spotify.com/v1/audio-analysis/7ETjhPaIU4UmHOiimJBZz9,161200,4
"Mama, I'm Sorry",Lil Uzi Vert,5V5Xpbmqi2rp1xSJWZTvYu,0.783,0.594,4,-4.943,0,0.105,0.774,0.0,0.169,0.596,128.177,audio_features,5V5Xpbmqi2rp1xSJWZTvYu,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/tracks/5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/audio-analysis/5V5Xpbmqi2rp1xSJWZTvYu,210961,4,0.783,0.594,4,-4.943,0,0.105,0.774,0.0,0.169,0.596,128.177,audio_features,5V5Xpbmqi2rp1xSJWZTvYu,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/tracks/5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/audio-analysis/5V5Xpbmqi2rp1xSJWZTvYu,210961,4,0.783,0.594,4,-4.943,0,0.105,0.774,0.0,0.169,0.596,128.177,audio_features,5V5Xpbmqi2rp1xSJWZTvYu,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/tracks/5V5Xpbmqi2rp1xSJWZTvYu,https://api.spotify.com/v1/audio-analysis/5V5Xpbmqi2rp1xSJWZTvYu,210961,4
What It Is (Block Boy),Doechii Featuring Kodak Black,1O8zCu3dLLPxkbGfIsbRgE,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,1O8zCu3dLLPxkbGfIsbRgE,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,1O8zCu3dLLPxkbGfIsbRgE,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4,0.731,0.744,1,-5.77,0,0.174,0.109,0.0,0.123,0.727,171.859,audio_features,1O8zCu3dLLPxkbGfIsbRgE,spotify:track:1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/tracks/1O8zCu3dLLPxkbGfIsbRgE,https://api.spotify.com/v1/audio-analysis/1O8zCu3dLLPxkbGfIsbRgE,223344,4
Amped,Lil Uzi Vert,4daEMLSZCgZ2Mt7gNm2SRa,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,audio_features,4daEMLSZCgZ2Mt7gNm2SRa,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727,4,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,audio_features,4daEMLSZCgZ2Mt7gNm2SRa,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727,4,0.64,0.609,1,-7.714,0,0.304,0.492,2.47e-06,0.152,0.393,131.889,audio_features,4daEMLSZCgZ2Mt7gNm2SRa,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/tracks/4daEMLSZCgZ2Mt7gNm2SRa,https://api.spotify.com/v1/audio-analysis/4daEMLSZCgZ2Mt7gNm2SRa,192727,4
"You, Me, & Whiskey",Justin Moore & Priscilla Block,2BLlpdGCv0IErmH3OBGHYJ,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,2BLlpdGCv0IErmH3OBGHYJ,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,2BLlpdGCv0IErmH3OBGHYJ,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4,0.555,0.88,0,-4.351,0,0.0535,0.0803,0.0,0.174,0.422,144.076,audio_features,2BLlpdGCv0IErmH3OBGHYJ,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/tracks/2BLlpdGCv0IErmH3OBGHYJ,https://api.spotify.com/v1/audio-analysis/2BLlpdGCv0IErmH3OBGHYJ,187941,4
Daylight,David Kushner,1odExI7RdWc4BT515LTAwj,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,audio_features,1odExI7RdWc4BT515LTAwj,spotify:track:1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/tracks/1odExI7RdWc4BT515LTAwj,https://api.spotify.com/v1/audio-analysis/1odExI7RdWc4BT515LTAwj,212954,4
Patience,Lil Uzi Vert Featuring Don Toliver,05grSYrVwYw58YMOdJceyz,0.645,0.732,4,-2.94,0,0.0306,0.0502,1.16e-06,0.161,0.121,106.963,audio_features,31UNoCt5Oq4isrb3SSf1ZK,spotify:track:31UNoCt5Oq4isrb3SSf1ZK,https://api.spotify.com/v1/tracks/31UNoCt5Oq4isrb3SSf1ZK,https://api.spotify.com/v1/audio-analysis/31UNoCt5Oq4isrb3SSf1ZK,262430,4,0.706,0.64,4,-3.146,0,0.203,0.086,0.0,0.537,0.184,143.905,audio_features,05grSYrVwYw58YMOdJceyz,spotify:track:05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/tracks/05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/audio-analysis/05grSYrVwYw58YMOdJceyz,164838,4,0.706,0.64,4,-3.146,0,0.203,0.086,0.0,0.537,0.184,143.905,audio_features,05grSYrVwYw58YMOdJceyz,spotify:track:05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/tracks/05grSYrVwYw58YMOdJceyz,https://api.spotify.com/v1/audio-analysis/05grSYrVwYw58YMOdJceyz,164838,4
Nakamura,Lil Uzi Vert,2lophWrG2xqv9CSgSPca5k,0.52,0.876,5,-3.707,1,0.0606,0.0414,0.0,0.418,0.38,160.008,audio_features,2lophWrG2xqv9CSgSPca5k,spotify:track:2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/tracks/2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/audio-analysis/2lophWrG2xqv9CSgSPca5k,197901,4,0.52,0.876,5,-3.707,1,0.0606,0.0414,0.0,0.418,0.38,160.008,audio_features,2lophWrG2xqv9CSgSPca5k,spotify:track:2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/tracks/2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/audio-analysis/2lophWrG2xqv9CSgSPca5k,197901,4,0.52,0.876,5,-3.707,1,0.0606,0.0414,0.0,0.418,0.38,160.008,audio_features,2lophWrG2xqv9CSgSPca5k,spotify:track:2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/tracks/2lophWrG2xqv9CSgSPca5k,https://api.spotify.com/v1/audio-analysis/2lophWrG2xqv9CSgSPca5k,197901,4
Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,audio_features,3BKD1PwArikchz2Zrlp1qi,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018,4,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,audio_features,3BKD1PwArikchz2Zrlp1qi,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018,4,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,audio_features,3BKD1PwArikchz2Zrlp1qi,spotify:track:3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi,https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi,140018,4
TQG,Karol G x Shakira,0DWdj2oZMBFSzRsi2Cvfzf,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,audio_features,0DWdj2oZMBFSzRsi2Cvfzf,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,audio_features,0DWdj2oZMBFSzRsi2Cvfzf,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,audio_features,0DWdj2oZMBFSzRsi2Cvfzf,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,199440,4
Popular,"The Weeknd, Playboi Carti & Madonna",2BRk8p8Mc39p4sMULNPKXC,0.765,0.434,1,-14.769,1,0.0718,0.0165,0.884,0.0968,0.114,99.29,audio_features,2BRk8p8Mc39p4sMULNPKXC,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884,4,0.765,0.434,1,-14.769,1,0.0718,0.0165,0.884,0.0968,0.114,99.29,audio_features,2BRk8p8Mc39p4sMULNPKXC,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884,4,0.765,0.434,1,-14.769,1,0.0718,0.0165,0.884,0.0968,0.114,99.29,audio_features,2BRk8p8Mc39p4sMULNPKXC,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884,4
Mourning,Post Malone,6Ole34qqbgkZ60IyrcVm7e,0.596,0.651,9,-4.604,1,0.0331,0.0971,0.0,0.279,0.255,73.959,audio_features,0gWrMbx6pbdH3n3nsLjE55,spotify:track:0gWrMbx6pbdH3n3nsLjE55,https://api.spotify.com/v1/tracks/0gWrMbx6pbdH3n3nsLjE55,https://api.spotify.com/v1/audio-analysis/0gWrMbx6pbdH3n3nsLjE55,147819,4,0.727,0.839,2,-4.781,1,0.184,0.01,3.63e-06,0.177,0.338,95.485,audio_features,6Ole34qqbgkZ60IyrcVm7e,spotify:track:6Ole34qqbgkZ60IyrcVm7e,https://api.spotify.com/v1/tracks/6Ole34qqbgkZ60IyrcVm7e,https://api.spotify.com/v1/audio-analysis/6Ole34qqbgkZ60IyrcVm7e,127253,4,0.727,0.839,2,-4.781,1,0.184,0.01,3.63e-06,0.177,0.338,95.485,audio_features,6Ole34qqbgkZ60IyrcVm7e,spotify:track:6Ole34qqbgkZ60IyrcVm7e,https://api.spotify.com/v1/tracks/6Ole34qqbgkZ60IyrcVm7e,https://api.spotify.com/v1/audio-analysis/6Ole34qqbgkZ60IyrcVm7e,127253,4
All Alone,Lil Uzi Vert,6kHYpEnDpMCyGu0E2PlWY1,0.752,0.693,6,-6.087,0,0.162,0.0954,0.0,0.293,0.473,138.104,audio_features,6kHYpEnDpMCyGu0E2PlWY1,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618,4,0.752,0.693,6,-6.087,0,0.162,0.0954,0.0,0.293,0.473,138.104,audio_features,6kHYpEnDpMCyGu0E2PlWY1,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618,4,0.752,0.693,6,-6.087,0,0.162,0.0954,0.0,0.293,0.473,138.104,audio_features,6kHYpEnDpMCyGu0E2PlWY1,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618,4
Rubicon,Peso Pluma,3juiyd3mGgN9LkPeNV3xfB,0.0749,0.00598,8,-30.745,0,0.0369,0.978,0.895,0.109,0.0373,69.52,audio_features,6127NAkQKvpHxsQ7QS3bsm,spotify:track:6127NAkQKvpHxsQ7QS3bsm,https://api.spotify.com/v1/tracks/6127NAkQKvpHxsQ7QS3bsm,https://api.spotify.com/v1/audio-analysis/6127NAkQKvpHxsQ7QS3bsm,172304,5,0.283,0.964,11,-4.475,0,0.164,4.58e-05,0.653,0.393,0.379,146.385,audio_features,3juiyd3mGgN9LkPeNV3xfB,spotify:track:3juiyd3mGgN9LkPeNV3xfB,https://api.spotify.com/v1/tracks/3juiyd3mGgN9LkPeNV3xfB,https://api.spotify.com/v1/audio-analysis/3juiyd3mGgN9LkPeNV3xfB,279520,4,0.283,0.964,11,-4.475,0,0.164,4.58e-05,0.653,0.393,0.379,146.385,audio_features,3juiyd3mGgN9LkPeNV3xfB,spotify:track:3juiyd3mGgN9LkPeNV3xfB,https://api.spotify.com/v1/tracks/3juiyd3mGgN9LkPeNV3xfB,https://api.spotify.com/v1/audio-analysis/3juiyd3mGgN9LkPeNV3xfB,279520,4
Died And Came Back,Lil Uzi Vert,6kQF79mjbOkvuRvg0J2XZv,0.674,0.669,1,-5.079,0,0.0803,0.149,0.0,0.56,0.431,132.098,audio_features,6kQF79mjbOkvuRvg0J2XZv,spotify:track:6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/tracks/6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/audio-analysis/6kQF79mjbOkvuRvg0J2XZv,180636,4,0.674,0.669,1,-5.079,0,0.0803,0.149,0.0,0.56,0.431,132.098,audio_features,6kQF79mjbOkvuRvg0J2XZv,spotify:track:6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/tracks/6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/audio-analysis/6kQF79mjbOkvuRvg0J2XZv,180636,4,0.674,0.669,1,-5.079,0,0.0803,0.149,0.0,0.56,0.431,132.098,audio_features,6kQF79mjbOkvuRvg0J2XZv,spotify:track:6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/tracks/6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/audio-analysis/6kQF79mjbOkvuRvg0J2XZv,180636,4
Por Las Noches,Peso Pluma,2VzCjpKvPB1l1tqLndtAQa,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4,0.807,0.595,0,-7.19,1,0.0325,0.31,2.44e-05,0.0735,0.392,92.491,audio_features,2VzCjpKvPB1l1tqLndtAQa,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845,4
